Time,Target Position,Measured Position,Torque,Current,Rotation raw,Pinion Target,Pinion Position,Pinion Current,Joint Velocity,Stator Current,Percent Output,System Clock,,,,,,,
10.8095,8.98589,265,0.347279,19.03,-381,152.575,187,0,-20,0,0.0293255,Fri Jan 20 11:16:04 2023,,,,,,,
10.8196,5.20574,262,0.347279,19.03,-378,150.93,182,0,-10,0,0.0293255,Fri Jan 20 11:16:04 2023,,,,,,,
10.8296,1.41516,256,0.347279,19.03,-372,149.259,182,0,-50,0,0.0430108,Fri Jan 20 11:16:04 2023,,,,,,,
10.8397,-2.37505,250,0.347279,19.03,-367,147.565,182,0,-70,0,0.0527859,Fri Jan 20 11:16:04 2023,,,,,,,
10.8497,-6.16127,245,0.311146,17.05,-364,145.848,179,0,-40,0,0.0244379,Fri Jan 20 11:16:04 2023,,,,,,,
10.8598,-9.9391,240,0.311146,17.05,-358,144.107,179,0,-50,0,0.0254154,Fri Jan 20 11:16:04 2023,,,,,,,
10.8698,-13.7023,232,0.311146,17.05,-350,142.343,176,0,-70,0,0.0342131,Fri Jan 20 11:16:04 2023,,,,,,,
10.8799,-17.4612,224,0.311146,17.05,-344,140.55,176,0,-80,0,0.0410557,Fri Jan 20 11:16:04 2023,,,,,,,
10.89,-21.18,217,0.311146,17.05,-338,138.741,173,0,-70,0,0.030303,Fri Jan 20 11:16:04 2023,,,,,,,
10.9,-24.8686,209,0.265158,14.53,-330,136.91,173,0,-70,0,0.0244379,Fri Jan 20 11:16:04 2023,,,,,,,
10.9101,-28.5215,200,0.265158,14.53,-322,135.057,172,0,-80,0,0.0322581,Fri Jan 20 11:16:04 2023,,,,,,,
10.9201,-32.1336,192,0.265158,14.53,-314,133.182,172,0,-90,0,0.0156403,Fri Jan 20 11:16:04 2023,,,,,,,
10.9302,-35.7006,181,0.265158,14.53,-305,131.285,168,0,-90,0,0.0166178,Fri Jan 20 11:16:04 2023,,,,,,,
10.9403,-39.2154,170,0.265158,14.53,-295,129.368,168,0,-110,0,0.0342131,Fri Jan 20 11:16:04 2023,,,,,,,
10.9503,-42.6729,160,0.197089,10.8,-286,127.431,164,0,-100,0,0.0146628,Fri Jan 20 11:16:04 2023,,,,,,,
10.9604,-46.0701,149,0.197089,10.8,-276,125.473,164,0,-110,0,0.0215054,Fri Jan 20 11:16:04 2023,,,,,,,
10.9704,-49.4002,137,0.197089,10.8,-265,123.495,162,0,-110,0,0.0175953,Fri Jan 20 11:16:04 2023,,,,,,,
10.9805,-52.6596,125,0.197089,10.8,-254,121.498,162,0,-120,0,0.0185728,Fri Jan 20 11:16:04 2023,,,,,,,
10.9905,-55.8432,112,0.197089,10.8,-243,119.481,158,0,-120,0,0.0107527,Fri Jan 20 11:16:04 2023,,,,,,,
11.0006,-58.9467,99,0.127013,6.96,-230,117.445,158,0,-130,0,0.0136852,Fri Jan 20 11:16:04 2023,,,,,,,
11.0106,-61.9649,84,0.127013,6.96,-218,115.391,157,0,-140,0,0.0175953,Fri Jan 20 11:16:04 2023,,,,,,,
11.0207,-64.8944,70,0.127013,6.96,-206,113.318,157,0,-130,0,0.0058651,Fri Jan 20 11:16:04 2023,,,,,,,
11.0309,-67.7632,56,0.127013,6.96,-192,111.202,148,0,-130,0,0.0127077,Fri Jan 20 11:16:04 2023,,,,,,,
11.0409,-70.5045,42,0.127013,6.96,-179,109.091,148,0,-150,0,0.0156403,Fri Jan 20 11:16:04 2023,,,,,,,
11.051,-73.1414,28,0.0843105,4.62,-168,106.964,142,0,-140,0,-0.00293255,Fri Jan 20 11:16:04 2023,,,,,,,
11.061,-75.674,16,0.0843105,4.62,-157,104.819,142,0,-120,0,-0.0136852,Fri Jan 20 11:16:04 2023,,,,,,,
11.0711,-78.0969,3,0.0843105,4.62,-146,102.659,141,0,-130,0,-0.0175953,Fri Jan 20 11:16:04 2023,,,,,,,
11.0811,-80.4079,-9,0.0843105,4.62,-134,100.482,141,0,-120,0,-0.0244379,Fri Jan 20 11:16:04 2023,,,,,,,
11.0912,-82.6027,-22,0.0843105,4.62,-122,98.2895,132,0,-130,0,-0.0205279,Fri Jan 20 11:16:04 2023,,,,,,,
11.1013,-84.679,-36,0.0427027,2.34,-110,96.0811,132,0,-130,0,-0.0205279,Fri Jan 20 11:16:04 2023,,,,,,,
11.1113,-86.6338,-49,0.0427027,2.34,-98,93.8575,131,0,-130,0,-0.0234604,Fri Jan 20 11:16:04 2023,,,,,,,
11.1214,-88.4646,-63,0.0427027,2.34,-85,91.6182,131,0,-130,0,-0.026393,Fri Jan 20 11:16:04 2023,,,,,,,
11.1314,-90.1691,-76,0.0427027,2.34,-73,89.3632,123,0,-140,0,-0.0254154,Fri Jan 20 11:16:04 2023,,,,,,,
11.1415,-91.7438,-90,0.0427027,2.34,-60,87.094,123,0,-130,0,-0.0342131,Fri Jan 20 11:16:04 2023,,,,,,,
11.1515,-93.1858,-104,0.0881428,4.83,-47,84.8122,121,0,-140,0,-0.0293255,Fri Jan 20 11:16:04 2023,,,,,,,
11.1616,-94.4939,-119,0.0881428,4.83,-34,82.5167,121,0,-140,0,-0.0293255,Fri Jan 20 11:16:04 2023,,,,,,,
11.1717,-95.6662,-132,0.0881428,4.83,-23,80.2083,114,0,-130,0,-0.0381232,Fri Jan 20 11:16:04 2023,,,,,,,
11.1817,-96.7011,-145,0.0881428,4.83,-10,77.8869,114,0,-120,0,-0.0469208,Fri Jan 20 11:16:04 2023,,,,,,,
11.1918,-97.5968,-159,0.0881428,4.83,4,75.5535,111,0,-140,0,-0.0351906,Fri Jan 20 11:16:04 2023,,,,,,,
11.2018,-98.3525,-173,0.18833,10.32,15,73.208,111,0,-140,0,-0.0361681,Fri Jan 20 11:16:04 2023,,,,,,,
11.2119,-98.9668,-186,0.18833,10.32,27,70.8511,108,0,-130,0,-0.0488759,Fri Jan 20 11:16:04 2023,,,,,,,
11.2219,-99.439,-199,0.18833,10.32,40,68.4825,108,0,-130,0,-0.0449658,Fri Jan 20 11:16:04 2023,,,,,,,
11.232,-99.7686,-214,0.18833,10.32,53,66.1014,101,0,-140,0,-0.0400782,Fri Jan 20 11:16:04 2023,,,,,,,
11.242,-99.9546,-227,0.18833,10.32,64,63.7112,101,0,-130,0,-0.0469208,Fri Jan 20 11:16:04 2023,,,,,,,
11.2521,-99.997,-239,0.250194,13.71,76,61.3111,98,0,-120,0,-0.0537634,Fri Jan 20 11:16:04 2023,,,,,,,
11.2621,-99.8957,-252,0.250194,13.71,89,58.9009,98,0,-120,0,-0.0498534,Fri Jan 20 11:16:04 2023,,,,,,,
11.2722,-99.6504,-266,0.250194,13.71,100,56.4768,93,0,-130,0,-0.0439883,Fri Jan 20 11:16:04 2023,,,,,,,
11.2823,-99.2622,-278,0.250194,13.71,111,54.048,93,0,-120,0,-0.0537634,Fri Jan 20 11:16:04 2023,,,,,,,
11.2923,-98.7315,-289,0.250194,13.71,121,51.6111,88,0,-110,0,-0.0606061,Fri Jan 20 11:16:04 2023,,,,,,,
11.3024,-98.0589,-301,0.347279,19.03,133,49.1657,88,0,-110,0,-0.058651,Fri Jan 20 11:16:04 2023,,,,,,,
11.3124,-97.2454,-313,0.347279,19.03,142,46.7125,84,0,-120,0,-0.0518084,Fri Jan 20 11:16:04 2023,,,,,,,
11.3225,-96.2921,-323,0.347279,19.03,151,44.2514,84,0,-100,0,-0.0654936,Fri Jan 20 11:16:04 2023,,,,,,,
11.3326,-95.1999,-332,0.347279,19.03,161,41.7821,79,0,-90,0,-0.0694037,Fri Jan 20 11:16:04 2023,,,,,,,
11.3426,-93.9713,-343,0.347279,19.03,171,39.3072,79,0,-100,0,-0.0635386,Fri Jan 20 11:16:04 2023,,,,,,,
11.3527,-92.6079,-354,0.43086,23.61,180,36.8264,77,0,-100,0,-0.0615836,Fri Jan 20 11:16:04 2023,,,,,,,
11.3627,-91.1107,-363,0.43086,23.61,189,34.3386,77,0,-100,0,-0.0576735,Fri Jan 20 11:16:04 2023,,,,,,,
11.3728,-89.4833,-372,0.43086,23.61,196,31.8464,72,0,-80,0,-0.0703812,Fri Jan 20 11:16:04 2023,,,,,,,
11.3828,-87.7272,-379,0.43086,23.61,203,29.349,72,0,-70,0,-0.0752688,Fri Jan 20 11:16:04 2023,,,,,,,
11.3929,-85.8453,-387,0.43086,23.61,211,26.8472,68,0,-70,0,-0.0733138,Fri Jan 20 11:16:04 2023,,,,,,,
11.4029,-83.84,-396,0.483782,26.51,218,24.341,68,0,-80,0,-0.0625611,Fri Jan 20 11:16:04 2023,,,,,,,
11.413,-81.714,-403,0.483782,26.51,223,21.8307,66,0,-70,0,-0.0674487,Fri Jan 20 11:16:04 2023,,,,,,,
11.4231,-79.4707,-408,0.483782,26.51,228,19.3169,66,0,-50,0,-0.0782014,Fri Jan 20 11:16:04 2023,,,,,,,
11.4331,-77.112,-413,0.483782,26.51,233,16.7988,61,0,-50,0,-0.0713587,Fri Jan 20 11:16:04 2023,,,,,,,
11.4432,-74.643,-418,0.483782,26.51,236,14.2787,61,0,-40,0,-0.0752688,Fri Jan 20 11:16:04 2023,,,,,,,
11.4532,-72.0678,-421,0.557325,30.54,238,11.7573,57,0,-40,0,-0.0821114,Fri Jan 20 11:16:04 2023,,,,,,,
11.4633,-69.3887,-423,0.557325,30.54,240,9.23367,57,0,-10,0,-0.085044,Fri Jan 20 11:16:04 2023,,,,,,,
11.4733,-66.6102,-425,0.557325,30.54,242,6.70882,50,0,-20,0,-0.0821114,Fri Jan 20 11:16:04 2023,,,,,,,
11.4834,-63.736,-428,0.557325,30.54,245,4.18294,50,0,-10,0,-0.0782014,Fri Jan 20 11:16:04 2023,,,,,,,
11.4934,-60.7699,-431,0.557325,30.54,247,1.65606,44,0,-30,0,-0.0674487,Fri Jan 20 11:16:04 2023,,,,,,,
11.5035,-57.7116,-432,0.626489,34.33,248,-0.875045,44,0,-20,0,-0.0772239,Fri Jan 20 11:16:04 2023,,,,,,,
11.5136,-54.5758,-433,0.626489,34.33,248,-3.40152,38,0,-10,0,-0.0694037,Fri Jan 20 11:16:04 2023,,,,,,,
11.5236,-51.3615,-434,0.626489,34.33,248,-5.9275,38,0,0,0,-0.0762463,Fri Jan 20 11:16:04 2023,,,,,,,
11.5337,-48.0723,-434,0.626489,34.33,248,-8.45346,35,0,0,0,-0.0723363,Fri Jan 20 11:16:04 2023,,,,,,,
11.5437,-44.7144,-434,0.626489,34.33,248,-10.9777,35,0,0,0,-0.0684262,Fri Jan 20 11:16:04 2023,,,,,,,
11.5538,-41.2916,-434,0.587254,32.18,248,-13.5007,31,0,0,0,-0.0645161,Fri Jan 20 11:16:04 2023,,,,,,,
11.5638,-37.8096,-434,0.587254,32.18,248,-16.0215,31,0,0,0,-0.058651,Fri Jan 20 11:16:04 2023,,,,,,,
11.5739,-34.2749,-434,0.587254,32.18,248,-18.5385,26,0,0,0,-0.054741,Fri Jan 20 11:16:04 2023,,,,,,,
11.584,-30.6902,-434,0.587254,32.18,248,-21.0531,26,0,0,0,-0.0449658,Fri Jan 20 11:16:04 2023,,,,,,,
11.594,-27.0622,-434,0.587254,32.18,247,-23.5638,22,0,0,0,-0.0449658,Fri Jan 20 11:16:04 2023,,,,,,,
11.6041,-23.3943,-433,0.465715,25.52,244,-26.0714,22,0,0,0,-0.0391007,Fri Jan 20 11:16:04 2023,,,,,,,
11.6141,-19.6931,-431,0.465715,25.52,240,-28.5747,15,0,20,0,-0.0488759,Fri Jan 20 11:16:04 2023,,,,,,,
11.6242,-15.9635,-428,0.465715,25.52,239,-31.0735,15,0,30,0,-0.0498534,Fri Jan 20 11:16:04 2023,,,,,,,
11.6342,-12.2091,-426,0.465715,25.52,236,-33.5685,12,0,10,0,-0.0312805,Fri Jan 20 11:16:04 2023,,,,,,,
11.6443,-8.43885,-423,0.465715,25.52,231,-36.0571,12,0,20,0,-0.0332356,Fri Jan 20 11:16:04 2023,,,,,,,
11.6543,-4.65589,-418,0.335052,18.36,226,-38.5403,5,0,40,0,-0.0371457,Fri Jan 20 11:16:04 2023,,,,,,,
11.6644,-0.867384,-413,0.335052,18.36,221,-41.0165,5,0,50,0,-0.0430108,Fri Jan 20 11:16:04 2023,,,,,,,
11.6744,2.92172,-408,0.335052,18.36,215,-43.4859,1,0,40,0,-0.0312805,Fri Jan 20 11:16:04 2023,,,,,,,
11.6845,6.70706,-403,0.335052,18.36,209,-45.9485,1,0,50,0,-0.0332356,Fri Jan 20 11:16:04 2023,,,,,,,
11.6946,10.4822,-396,0.335052,18.36,202,-48.4035,-6,0,60,0,-0.0371457,Fri Jan 20 11:16:04 2023,,,,,,,
11.7046,14.2433,-390,0.298007,16.33,196,-50.8514,-6,0,60,0,-0.0322581,Fri Jan 20 11:16:04 2023,,,,,,,
11.7147,17.9852,-384,0.298007,16.33,189,-53.2919,-11,0,60,0,-0.0273705,Fri Jan 20 11:16:05 2023,,,,,,,
11.7247,21.7003,-377,0.298007,16.33,180,-55.7234,-11,0,70,0,-0.0244379,Fri Jan 20 11:16:05 2023,,,,,,,
11.7348,25.3863,-368,0.298007,16.33,171,-58.1474,-19,0,80,0,-0.0312805,Fri Jan 20 11:16:05 2023,,,,,,,
11.7448,29.0345,-359,0.298007,16.33,162,-60.5611,-19,0,90,0,-0.0322581,Fri Jan 20 11:16:05 2023,,,,,,,
11.7549,32.6453,-350,0.243807,13.36,153,-62.9682,-21,0,90,0,-0.026393,Fri Jan 20 11:16:05 2023,,,,,,,
11.765,36.2049,-341,0.243807,13.36,141,-65.3623,-21,0,90,0,-0.0215054,Fri Jan 20 11:16:05 2023,,,,,,,
11.775,39.711,-330,0.243807,13.36,130,-67.745,-31,0,100,0,-0.0234604,Fri Jan 20 11:16:05 2023,,,,,,,
11.7851,43.1602,-320,0.243807,13.36,119,-70.117,-31,0,100,0,-0.0195503,Fri Jan 20 11:16:05 2023,,,,,,,
11.7951,46.5506,-309,0.243807,13.36,108,-72.48,-33,0,110,0,-0.0215054,Fri Jan 20 11:16:05 2023,,,,,,,
11.8052,49.8714,-286,0.186688,10.23,96,-74.8295,-33,0,110,0,-0.0215054,Fri Jan 20 11:16:05 2023,,,,,,,
11.8152,53.12,-286,0.186688,10.23,81,-77.1668,-39,0,110,0,-0.0166178,Fri Jan 20 11:16:05 2023,,,,,,,
11.8253,56.2926,-273,0.186688,10.23,68,-79.4919,-39,0,130,0,-0.0224829,Fri Jan 20 11:16:05 2023,,,,,,,
11.8354,59.4077,-248,0.186688,10.23,56,-81.8221,-42,0,120,0,-0.0156403,Fri Jan 20 11:16:05 2023,,,,,,,
11.8455,62.4164,-248,0.186688,10.23,43,-84.1236,-42,0,120,0,0.000977517,Fri Jan 20 11:16:05 2023,,,,,,,
11.8556,65.3329,-236,0.0981798,5.38,30,-86.4098,-48,0,110,0,-0.000977517,Fri Jan 20 11:16:05 2023,,,,,,,
11.8656,68.1551,-210,0.0981798,5.38,17,-88.682,-48,0,120,0,0.00293255,Fri Jan 20 11:16:05 2023,,,,,,,
11.8757,70.8797,-210,0.0981798,5.38,4,-90.9402,-53,0,120,0,0.00293255,Fri Jan 20 11:16:05 2023,,,,,,,
11.8857,73.5022,-186,0.0981798,5.38,-8,-93.1837,-53,0,110,0,0.0107527,Fri Jan 20 11:16:05 2023,,,,,,,
11.8958,76.0194,-175,0.0981798,5.38,-20,-95.4126,-57,0,110,0,0.0205279,Fri Jan 20 11:16:05 2023,,,,,,,
11.9058,78.4268,-175,0.0202564,1.11,-33,-97.6258,-57,0,110,0,0.0244379,Fri Jan 20 11:16:05 2023,,,,,,,
11.9159,80.7216,-149,0.0202564,1.11,-47,-99.8234,-62,0,130,0,0.0215054,Fri Jan 20 11:16:05 2023,,,,,,,
11.9259,82.9013,-137,0.0202564,1.11,-60,-102.006,-62,0,120,0,0.0175953,Fri Jan 20 11:16:05 2023,,,,,,,
11.936,84.9622,-126,0.0202564,1.11,-72,-104.173,-65,0,120,0,0.0273705,Fri Jan 20 11:16:05 2023,,,,,,,
11.9461,86.8997,-113,0.0202564,1.11,-86,-106.321,-65,0,120,0,0.0342131,Fri Jan 20 11:16:05 2023,,,,,,,
11.9561,88.7136,-100,0.0881428,4.83,-100,-108.455,-70,0,130,0,0.0332356,Fri Jan 20 11:16:05 2023,,,,,,,
11.9662,90.3991,-88,0.0881428,4.83,-113,-110.569,-70,0,120,0,0.0293255,Fri Jan 20 11:16:05 2023,,,,,,,
11.9762,91.9542,-76,0.0881428,4.83,-125,-112.666,-72,0,120,0,0.0381232,Fri Jan 20 11:16:05 2023,,,,,,,
11.9863,93.3773,-63,0.0881428,4.83,-139,-114.745,-72,0,120,0,0.0410557,Fri Jan 20 11:16:05 2023,,,,,,,
11.9963,94.6663,-50,0.0881428,4.83,-153,-116.805,-80,0,130,0,0.0430108,Fri Jan 20 11:16:05 2023,,,,,,,
12.0064,95.8193,-37,0.201652,11.05,-167,-118.847,-80,0,130,0,0.0381232,Fri Jan 20 11:16:05 2023,,,,,,,
12.0164,96.8346,-25,0.201652,11.05,-179,-120.869,-82,0,120,0,0.0381232,Fri Jan 20 11:16:05 2023,,,,,,,
12.0265,97.711,-13,0.201652,11.05,-193,-122.873,-82,0,120,0,0.0478983,Fri Jan 20 11:16:05 2023,,,,,,,
12.0366,98.4473,1,0.201652,11.05,-207,-124.858,-86,0,130,0,0.0498534,Fri Jan 20 11:16:05 2023,,,,,,,
12.0466,99.0419,13,0.201652,11.05,-220,-126.822,-86,0,120,0,0.0439883,Fri Jan 20 11:16:05 2023,,,,,,,
12.0567,99.4947,25,0.286145,15.68,-232,-128.769,-89,0,110,0,0.0518084,Fri Jan 20 11:16:05 2023,,,,,,,
12.0667,99.8037,37,0.286145,15.68,-246,-130.692,-89,0,120,0,0.0606061,Fri Jan 20 11:16:05 2023,,,,,,,
12.0768,99.9694,49,0.286145,15.68,-260,-132.595,-95,0,120,0,0.0537634,Fri Jan 20 11:16:05 2023,,,,,,,
12.0868,99.9914,61,0.286145,15.68,-271,-134.476,-95,0,110,0,0.0537634,Fri Jan 20 11:16:05 2023,,,,,,,
12.0969,99.8697,70,0.286145,15.68,-281,-136.336,-96,0,90,0,0.0606061,Fri Jan 20 11:16:05 2023,,,,,,,
12.107,99.6041,80,0.384872,21.09,-292,-138.176,-96,0,100,0,0.0733138,Fri Jan 20 11:16:05 2023,,,,,,,
12.117,99.1958,91,0.384872,21.09,-305,-139.992,-105,0,100,0,0.0733138,Fri Jan 20 11:16:05 2023,,,,,,,
12.1271,98.6448,102,0.384872,21.09,-315,-141.786,-105,0,110,0,0.0606061,Fri Jan 20 11:16:05 2023,,,,,,,
12.1371,97.9514,111,0.384872,21.09,-325,-143.558,-105,0,90,0,0.0606061,Fri Jan 20 11:16:05 2023,,,,,,,
12.1472,97.1178,119,0.384872,21.09,-334,-145.307,-105,0,80,0,0.0713587,Fri Jan 20 11:16:05 2023,,,,,,,
12.1573,96.1446,129,0.490716,26.89,-345,-147.032,-108,0,90,0,0.0694037,Fri Jan 20 11:16:05 2023,,,,,,,
12.1673,95.0334,138,0.490716,26.89,-355,-148.733,-108,0,100,0,0.0694037,Fri Jan 20 11:16:05 2023,,,,,,,
12.1774,93.786,147,0.490716,26.89,-363,-150.41,-110,0,80,0,0.0635386,Fri Jan 20 11:16:05 2023,,,,,,,
12.1874,92.4035,154,0.490716,26.89,-371,-152.064,-110,0,70,0,0.0772239,Fri Jan 20 11:16:05 2023,,,,,,,
12.1975,90.8884,161,0.490716,26.89,-377,-153.693,-116,0,60,0,0.0772239,Fri Jan 20 11:16:05 2023,,,,,,,
12.2075,89.2426,165,0.547106,29.98,-383,-155.298,-116,0,50,0,0.0840665,Fri Jan 20 11:16:05 2023,,,,,,,
12.2176,87.4686,172,0.547106,29.98,-390,-156.877,-117,0,60,0,0.0801564,Fri Jan 20 11:16:05 2023,,,,,,,
12.2277,85.5661,179,0.547106,29.98,-397,-158.435,-117,0,60,0,0.0801564,Fri Jan 20 11:16:05 2023,,,,,,,
12.2377,83.5412,185,0.547106,29.98,-403,-159.966,-121,0,60,0,0.083089,Fri Jan 20 11:16:05 2023,,,,,,,
12.2478,81.398,189,0.591998,32.44,-408,-161.47,-121,0,50,0,0.085044,Fri Jan 20 11:16:05 2023,,,,,,,
12.2578,79.1384,192,0.591998,32.44,-411,-162.948,-125,0,30,0,0.0889541,Fri Jan 20 11:16:05 2023,,,,,,,
12.2679,76.7646,195,0.591998,32.44,-415,-164.4,-125,0,30,0,0.085044,Fri Jan 20 11:16:05 2023,,,,,,,
12.2779,74.2807,199,0.591998,32.44,-418,-165.826,-127,0,30,0,0.0811339,Fri Jan 20 11:16:05 2023,,,,,,,
12.288,71.6906,201,0.591998,32.44,-420,-167.226,-127,0,20,0,0.085044,Fri Jan 20 11:16:05 2023,,,,,,,
12.298,68.9972,202,0.591998,32.44,-420,-168.598,-131,0,10,0,0.0918866,Fri Jan 20 11:16:05 2023,,,,,,,
12.3081,66.2048,202,0.621562,34.06,-420,-169.944,-131,0,0,0,0.0938416,Fri Jan 20 11:16:05 2023,,,,,,,
12.3182,63.3171,202,0.621562,34.06,-420,-171.263,-133,0,0,0,0.0879765,Fri Jan 20 11:16:05 2023,,,,,,,
12.3282,60.3386,202,0.621562,34.06,-420,-172.554,-133,0,0,0,0.0840665,Fri Jan 20 11:16:05 2023,,,,,,,
12.3383,57.2714,202,0.621562,34.06,-420,-173.819,-136,0,0,0,0.0801564,Fri Jan 20 11:16:05 2023,,,,,,,
12.3483,54.1234,202,0.639263,35.03,-420,-175.055,-136,0,0,0,0.0762463,Fri Jan 20 11:16:05 2023,,,,,,,
12.3584,50.8973,202,0.639263,35.03,-420,-176.263,-140,0,0,0,0.0762463,Fri Jan 20 11:16:05 2023,,,,,,,
12.3684,47.5983,202,0.639263,35.03,-420,-177.443,-140,0,0,0,0.0723363,Fri Jan 20 11:16:05 2023,,,,,,,
12.3785,44.2317,202,0.639263,35.03,-420,-178.595,-145,0,0,0,0.0664712,Fri Jan 20 11:16:05 2023,,,,,,,
12.3885,40.802,202,0.639263,35.03,-419,-179.718,-145,0,0,0,0.058651,Fri Jan 20 11:16:05 2023,,,,,,,
12.3986,37.3133,201,0.533054,29.21,-416,-180.812,-148,0,0,0,0.0527859,Fri Jan 20 11:16:05 2023,,,,,,,
12.4087,33.7704,198,0.533054,29.21,-412,-181.878,-148,0,-30,0,0.0694037,Fri Jan 20 11:16:05 2023,,,,,,,
12.4187,30.1798,195,0.533054,29.21,-409,-182.914,-153,0,-20,0,0.056696,Fri Jan 20 11:16:05 2023,,,,,,,
12.4288,26.5455,193,0.533054,29.21,-407,-183.921,-153,0,-20,0,0.056696,Fri Jan 20 11:16:05 2023,,,,,,,
12.4388,22.8712,190,0.533054,29.21,-403,-184.9,-154,0,-20,0,0.0527859,Fri Jan 20 11:16:05 2023,,,,,,,
12.4489,19.1658,187,0.441444,24.19,-399,-185.848,-154,0,-30,0,0.0537634,Fri Jan 20 11:16:05 2023,,,,,,,
12.4589,15.4266,183,0.441444,24.19,-394,-186.768,-158,0,-40,0,0.0557185,Fri Jan 20 11:16:05 2023,,,,,,,
12.469,11.6716,179,0.441444,24.19,-390,-187.657,-158,0,-40,0,0.0459433,Fri Jan 20 11:16:05 2023,,,,,,,
12.4791,7.89904,174,0.441444,24.19,-384,-188.516,-160,0,-40,0,0.0410557,Fri Jan 20 11:16:05 2023,,,,,,,
12.4891,4.10986,168,0.441444,24.19,-376,-189.347,-160,0,-50,0,0.0488759,Fri Jan 20 11:16:05 2023,,,,,,,
12.4992,0.320921,161,0.37593,20.6,-368,-190.145,-161,0,-70,0,0.054741,Fri Jan 20 11:16:05 2023,,,,,,,
12.5092,-3.46894,154,0.37593,20.6,-360,-190.913,-161,0,-70,0,0.0508309,Fri Jan 20 11:16:05 2023,,,,,,,
12.5193,-7.25301,147,0.37593,20.6,-353,-191.651,-166,0,-60,0,0.0400782,Fri Jan 20 11:16:05 2023,,,,,,,
12.5293,-11.0269,140,0.37593,20.6,-345,-192.358,-166,0,-60,0,0.0361681,Fri Jan 20 11:16:05 2023,,,,,,,
12.5394,-14.786,133,0.37593,20.6,-337,-193.035,-166,0,-80,0,0.0391007,Fri Jan 20 11:16:05 2023,,,,,,,
12.5495,-18.5236,125,0.346184,18.97,-327,-193.68,-168,0,-70,0,0.028348,Fri Jan 20 11:16:05 2023,,,,,,,
12.5595,-22.2372,116,0.346184,18.97,-316,-194.296,-168,0,-90,0,0.0361681,Fri Jan 20 11:16:05 2023,,,,,,,
12.5696,-25.9158,106,0.346184,18.97,-304,-194.879,-171,0,-90,0,0.0439883,Fri Jan 20 11:16:05 2023,,,,,,,
12.5796,-29.5577,97,0.346184,18.97,-293,-195.432,-171,0,-100,0,0.030303,Fri Jan 20 11:16:05 2023,,,,,,,
12.5897,-33.1561,87,0.346184,18.97,-282,-195.953,-173,0,-90,0,0.026393,Fri Jan 20 11:16:05 2023,,,,,,,
12.5997,-36.7081,77,0.271728,14.89,-270,-196.443,-173,0,-100,0,0.028348,Fri Jan 20 11:16:05 2023,,,,,,,
12.6098,-40.2065,65,0.271728,14.89,-256,-196.902,-173,0,-110,0,0.0254154,Fri Jan 20 11:16:05 2023,,,,,,,
12.6198,-43.6475,54,0.271728,14.89,-243,-197.329,-173,0,-110,0,0.0205279,Fri Jan 20 11:16:05 2023,,,,,,,
12.63,-47.0494,42,0.271728,14.89,-229,-197.728,-177,0,-120,0,0.0224829,Fri Jan 20 11:16:05 2023,,,,,,,
12.6401,-50.3755,31,0.271728,14.89,-217,-198.094,-177,0,-110,0,0.0166178,Fri Jan 20 11:16:05 2023,,,,,,,
12.6501,-53.6138,20,0.19271,10.56,-204,-198.426,-178,0,-100,0,0.0107527,Fri Jan 20 11:16:05 2023,,,,,,,
12.6602,-56.7749,7,0.19271,10.56,-188,-198.727,-178,0,-110,0,0.0136852,Fri Jan 20 11:16:05 2023,,,,,,,
12.6702,-59.8534,-5,0.19271,10.56,-174,-198.995,-178,0,-130,0,0.00977517,Fri Jan 20 11:16:05 2023,,,,,,,
12.6803,-62.8467,-18,0.19271,10.56,-160,-199.233,-178,0,-120,0,0.000977517,Fri Jan 20 11:16:05 2023,,,,,,,
12.6903,-65.7493,-29,0.19271,10.56,-146,-199.438,-181,0,-120,0,-0.00879765,Fri Jan 20 11:16:05 2023,,,,,,,
12.7004,-68.5574,-41,0.0620467,3.4,-132,-199.611,-181,0,-120,0,-0.00684262,Fri Jan 20 11:16:05 2023,,,,,,,
12.7105,-71.271,-53,0.0620467,3.4,-118,-199.753,-182,0,-120,0,-0.0107527,Fri Jan 20 11:16:06 2023,,,,,,,
12.7205,-73.8782,-65,0.0620467,3.4,-106,-199.863,-182,0,-110,0,-0.0175953,Fri Jan 20 11:16:06 2023,,,,,,,
12.7306,-76.3785,-76,0.0620467,3.4,-93,-199.94,-183,0,-110,0,-0.0215054,Fri Jan 20 11:16:06 2023,,,,,,,
12.7407,-78.7711,-87,0.0620467,3.4,-80,-199.986,-183,0,-110,0,-0.0244379,Fri Jan 20 11:16:06 2023,,,,,,,
12.7507,-81.0527,-98,0.0406953,2.23,-66,-200,-183,0,-110,0,-0.028348,Fri Jan 20 11:16:06 2023,,,,,,,
12.7608,-83.214,-111,0.0406953,2.23,-52,-199.982,-183,0,-110,0,-0.0293255,Fri Jan 20 11:16:06 2023,,,,,,,
12.7708,-85.2554,-122,0.0406953,2.23,-38,-199.932,-186,0,-120,0,-0.0391007,Fri Jan 20 11:16:06 2023,,,,,,,
12.7809,-87.1749,-134,0.0406953,2.23,-25,-199.85,-186,0,-110,0,-0.0410557,Fri Jan 20 11:16:06 2023,,,,,,,
12.7909,-88.9689,-146,0.0406953,2.23,-11,-199.736,-187,0,-120,0,-0.0342131,Fri Jan 20 11:16:06 2023,,,,,,,
